order_id,user_id,product_id,order_date,channel,quantity,unit_price,discount_rate,refund_flag,amount
O00976,U0419,P002,2026-02-20,offline_store,2,83.83,0.0,0,167.66
O00977,U0301,P014,2026-06-09,wechat_shop,1,135.13,0.15,0,135.13
O00978,U0241,P014,2026-04-06,offline_store,1,158.98,0.0,1,158.98
O00979,U0008,P017,2026-05-04,wechat_shop,2,202.92,0.0,0,405.84
O00980,U0533,P023,2026-01-24,taobao,1,175.33,0.0,0,175.33
O00981,U0380,P020,2026-05-04,taobao,2,115.0,0.1,0,230.0
O00982,U0059,P029,2026-03-21,taobao,4,117.33,0.15,0,469.32
O00983,U0143,P037,2026-03-25,wechat_shop,1,235.7,0.15,0,235.7
O00984,U0255,P024,2026-06-03,taobao,3,179.07,0.0,0,537.21
O00985,U0193,P002,2026-04-25,wechat_shop,2,79.64,0.05,0,159.28
O00986,U0334,P023,2026-06-12,offline_store,1,175.33,0.0,0,175.33
O00987,U0084,P005,2026-02-28,taobao,1,95.16,0.15,0,95.16
O00988,U0395,P010,2026-04-19,taobao,5,186.94,0.15,0,934.7
O00989,U0517,P027,2026-06-04,wechat_shop,2,140.78,0.1,0,281.56
O00990,U0562,P032,2026-02-01,offline_store,3,80.92,0.0,0,242.76
O00991,U0247,P032,2026-02-12,douyin,4,76.87,0.05,0,307.48
O00992,U0109,P036,2026-02-23,offline_store,2,227.23,0.15,0,454.46
O00993,U0288,P002,2026-01-07,douyin,4,83.83,0.0,0,335.32
O00994,U0140,P020,2026-03-06,offline_store,1,108.61,0.15,0,108.61
O00995,U0067,P027,2026-01-23,taobao,1,156.42,0.0,0,156.42
O00996,U0576,P022,2026-04-06,offline_store,2,226.16,0.15,0,452.32
O00997,U0092,P008,2026-02-28,taobao,1,126.63,0.0,0,126.63
O00998,U0131,P018,2026-05-31,taobao,2,32.29,0.0,0,64.58
O00999,U0549,P021,2026-04-07,douyin,2,173.22,0.0,0,346.44
O01000,U0130,P020,2026-04-09,douyin,1,127.78,0.0,0,127.78
O01001,U0304,P040,2026-01-27,douyin,1,229.42,0.05,0,229.42
O01002,U0036,P038,2026-05-07,taobao,1,267.54,0.1,0,267.54
O01003,U0588,P024,2026-03-20,offline_store,5,179.07,0.0,0,895.35
O01004,U0061,P025,2026-06-10,taobao,1,73.75,0.15,0,73.75
O01005,U0231,P028,2026-02-08,wechat_shop,1,241.98,0.15,0,241.98
O01006,U0164,P028,2026-02-14,wechat_shop,2,284.68,0.0,0,569.36
O01007,U0357,P030,2026-05-20,offline_store,1,138.55,0.15,0,138.55
O01008,U0200,P037,2026-04-10,offline_store,1,277.29,0.0,0,277.29
O01009,U0056,P008,2026-01-24,taobao,1,113.97,0.1,0,113.97
O01010,U0495,P037,2026-04-27,taobao,1,277.29,0.0,0,277.29
O01011,U0010,P026,2026-02-06,taobao,1,32.95,0.15,0,32.95
O01012,U0438,P014,2026-05-27,douyin,2,158.98,0.0,0,317.96
O01013,U0054,P034,2026-01-14,wechat_shop,1,15.47,0.05,0,15.47
O01014,U0414,P009,2026-05-11,douyin,1,193.29,0.05,0,193.29
O01015,U0177,P011,2026-01-08,offline_store,1,216.36,0.05,0,216.36
O01016,U0392,P007,2026-06-26,taobao,2,173.38,0.05,0,346.76
O01017,U0085,P028,2026-06-10,wechat_shop,1,284.68,0.0,0,284.68
O01018,U0587,P009,2026-05-05,offline_store,2,183.11,0.1,0,366.22
O01019,U0496,P023,2026-03-11,offline_store,2,157.8,0.1,0,315.6
O01020,U0551,P008,2026-03-17,douyin,1,126.63,0.0,0,126.63
O01021,U0543,P011,2026-04-13,offline_store,1,204.97,0.1,0,204.97
O01022,U0128,P029,2026-01-16,douyin,3,124.23,0.1,0,372.69
O01023,U0006,P037,2026-06-17,offline_store,1,249.56,0.1,0,249.56
O01024,U0166,P040,2026-03-21,wechat_shop,1,217.34,0.1,0,217.34
O01025,U0128,P021,2026-05-23,taobao,3,173.22,0.0,0,519.66
O01026,U0308,P039,2026-04-03,wechat_shop,1,244.17,0.15,1,244.17
O01027,U0503,P039,2026-05-12,taobao,2,272.9,0.05,0,545.8
O01028,U0102,P034,2026-05-13,wechat_shop,2,14.65,0.1,0,29.3
O01029,U0221,P009,2026-03-01,douyin,1,203.46,0.0,0,203.46
O01030,U0433,P002,2026-06-03,wechat_shop,1,83.83,0.0,0,83.83
O01031,U0410,P037,2026-05-20,offline_store,1,235.7,0.15,0,235.7
O01032,U0209,P032,2026-01-21,wechat_shop,2,68.78,0.15,0,137.56
O01033,U0198,P007,2026-06-10,taobao,1,155.12,0.15,0,155.12
O01034,U0430,P011,2026-05-24,douyin,2,204.97,0.1,0,409.94
O01035,U0277,P020,2026-03-21,wechat_shop,1,115.0,0.1,0,115.0
O01036,U0092,P019,2026-05-16,taobao,2,157.21,0.05,0,314.42
O01037,U0101,P036,2026-03-26,offline_store,1,267.33,0.0,0,267.33
O01038,U0314,P016,2026-02-25,offline_store,4,89.63,0.0,0,358.52
O01039,U0565,P026,2026-01-24,taobao,1,34.89,0.1,0,34.89
O01040,U0399,P020,2026-06-04,douyin,3,127.78,0.0,0,383.34
O01041,U0413,P029,2026-03-29,offline_store,2,124.23,0.1,0,248.46
O01042,U0160,P001,2026-05-31,douyin,1,23.26,0.15,0,23.26
O01043,U0380,P025,2026-02-05,douyin,2,86.77,0.0,0,173.54
O01044,U0363,P013,2026-06-22,offline_store,1,170.29,0.05,0,170.29
O01045,U0235,P004,2026-05-08,taobao,1,110.12,0.05,0,110.12
O01046,U0093,P003,2026-06-11,wechat_shop,4,141.07,0.05,0,564.28
O01047,U0059,P029,2026-01-19,wechat_shop,1,138.03,0.0,0,138.03
O01048,U0435,P009,2026-03-14,douyin,4,203.46,0.0,0,813.84
O01049,U0128,P023,2026-05-02,offline_store,1,149.03,0.15,0,149.03
O01050,U0436,P004,2026-01-03,taobao,1,98.53,0.15,1,98.53
O01051,U0044,P038,2026-03-03,offline_store,2,267.54,0.1,0,535.08
O01052,U0180,P026,2026-02-12,wechat_shop,4,34.89,0.1,0,139.56
O01053,U0389,P023,2026-04-03,douyin,1,175.33,0.0,0,175.33
O01054,U0553,P004,2026-04-05,wechat_shop,1,98.53,0.15,0,98.53
O01055,U0583,P035,2026-03-15,offline_store,1,90.05,0.0,0,90.05
O01056,U0037,P027,2026-02-24,offline_store,4,132.96,0.15,0,531.84
O01057,U0337,P015,2026-06-07,taobao,1,161.93,0.0,0,161.93
O01058,U0364,P033,2026-03-31,wechat_shop,1,258.0,0.15,0,258.0
O01059,U0158,P006,2026-01-25,offline_store,1,220.8,0.0,0,220.8
O01060,U0482,P010,2026-01-31,offline_store,1,186.94,0.15,0,186.94
O01061,U0276,P026,2026-04-05,wechat_shop,1,38.77,0.0,0,38.77
O01062,U0445,P002,2026-04-22,wechat_shop,3,83.83,0.0,0,251.49
O01063,U0137,P021,2026-04-01,offline_store,1,173.22,0.0,0,173.22
O01064,U0204,P039,2026-04-17,offline_store,1,287.26,0.0,0,287.26
O01065,U0131,P024,2026-06-19,taobao,1,170.12,0.05,0,170.12
O01066,U0399,P010,2026-04-12,douyin,2,186.94,0.15,0,373.88
O01067,U0513,P030,2026-01-28,wechat_shop,3,163.0,0.0,0,489.0
O01068,U0009,P029,2026-06-24,offline_store,1,138.03,0.0,0,138.03
O01069,U0254,P015,2026-05-02,douyin,1,161.93,0.0,0,161.93
O01070,U0254,P038,2026-05-10,offline_store,1,297.27,0.0,0,297.27
O01071,U0515,P037,2026-02-19,douyin,2,277.29,0.0,0,554.58
O01072,U0136,P039,2026-02-17,offline_store,2,287.26,0.0,0,574.52
O01073,U0205,P013,2026-01-09,wechat_shop,5,179.25,0.0,0,896.25
O01074,U0237,P025,2026-01-13,douyin,1,86.77,0.0,0,86.77
O01075,U0053,P028,2026-03-27,taobao,1,256.21,0.1,0,256.21
O01076,U0253,P032,2026-01-28,taobao,1,80.92,0.0,0,80.92
O01077,U0330,P013,2026-01-12,douyin,1,179.25,0.0,0,179.25
O01078,U0190,P027,2026-03-14,taobao,1,140.78,0.1,0,140.78
O01079,U0014,P011,2026-05-05,douyin,1,227.75,0.0,0,227.75
O01080,U0542,P020,2026-03-25,taobao,2,127.78,0.0,0,255.56
O01081,U0109,P019,2026-03-01,douyin,1,148.93,0.1,0,148.93
O01082,U0196,P033,2026-06-10,douyin,2,303.53,0.0,0,607.06
O01083,U0309,P001,2026-04-24,offline_store,1,24.62,0.1,0,24.62
O01084,U0429,P032,2026-02-20,taobao,2,80.92,0.0,0,161.84
O01085,U0121,P033,2026-05-23,offline_store,3,288.35,0.05,0,865.05
O01086,U0171,P001,2026-01-17,taobao,1,24.62,0.1,0,24.62
O01087,U0195,P005,2026-06-27,offline_store,1,100.76,0.1,0,100.76
O01088,U0170,P020,2026-05-06,offline_store,1,115.0,0.1,0,115.0
O01089,U0279,P036,2026-05-10,douyin,2,253.96,0.05,0,507.92
O01090,U0010,P031,2026-02-16,offline_store,1,72.69,0.0,0,72.69
O01091,U0226,P004,2026-05-08,taobao,2,115.92,0.0,0,231.84
O01092,U0244,P034,2026-03-09,taobao,1,16.28,0.0,0,16.28
O01093,U0277,P011,2026-01-10,wechat_shop,1,227.75,0.0,0,227.75
O01094,U0002,P022,2026-06-13,taobao,5,266.07,0.0,0,1330.35
O01095,U0563,P007,2026-06-10,taobao,5,182.5,0.0,0,912.5
O01096,U0059,P018,2026-02-03,wechat_shop,3,32.29,0.0,0,96.87
O01097,U0017,P013,2026-04-01,wechat_shop,2,179.25,0.0,0,358.5
O01098,U0565,P017,2026-06-25,douyin,4,202.92,0.0,0,811.68
O01099,U0405,P039,2026-04-23,douyin,1,287.26,0.0,0,287.26
O01100,U0491,P017,2026-04-24,wechat_shop,2,192.77,0.05,0,385.54
O01101,U0503,P035,2026-05-06,douyin,1,90.05,0.0,0,90.05
O01102,U0404,P036,2026-06-14,douyin,1,267.33,0.0,0,267.33
O01103,U0413,P028,2026-01-17,wechat_shop,1,284.68,0.0,0,284.68
O01104,U0387,P011,2026-05-14,offline_store,2,227.75,0.0,0,455.5
O01105,U0136,P021,2026-01-05,douyin,3,147.24,0.15,0,441.72
O01106,U0010,P023,2026-01-21,wechat_shop,1,149.03,0.15,0,149.03
O01107,U0143,P021,2026-05-18,offline_store,3,147.24,0.15,0,441.72
O01108,U0159,P018,2026-05-24,douyin,3,32.29,0.0,0,96.87
O01109,U0022,P005,2026-01-14,wechat_shop,2,95.16,0.15,0,190.32
O01110,U0426,P022,2026-01-26,douyin,1,239.46,0.1,0,239.46
O01111,U0362,P023,2025-12-31,taobao,1,166.56,0.05,0,166.56
O01112,U0116,P040,2026-02-26,offline_store,1,205.27,0.15,0,205.27
O01113,U0342,P038,2026-02-12,wechat_shop,1,297.27,0.0,0,297.27
O01114,U0439,P022,2026-04-02,taobao,3,239.46,0.1,0,718.38
O01115,U0309,P040,2026-06-02,taobao,2,241.49,0.0,0,482.98
O01116,U0272,P001,2026-03-30,wechat_shop,1,25.99,0.05,0,25.99
O01117,U0400,P024,2025-12-31,offline_store,2,179.07,0.0,0,358.14
O01118,U0286,P026,2026-05-02,douyin,1,36.83,0.05,0,36.83
O01119,U0362,P017,2026-01-23,taobao,5,202.92,0.0,0,1014.6
O01120,U0342,P022,2026-05-06,douyin,1,252.77,0.05,0,252.77
O01121,U0547,P036,2026-06-16,offline_store,1,240.6,0.1,0,240.6
O01122,U0432,P029,2026-05-16,douyin,3,131.13,0.05,0,393.39
O01123,U0018,P001,2026-06-28,taobao,1,27.36,0.0,0,27.36
O01124,U0358,P032,2026-05-22,taobao,4,80.92,0.0,0,323.68
O01125,U0432,P038,2026-02-04,douyin,1,267.54,0.1,0,267.54
O01126,U0147,P030,2026-02-22,offline_store,1,163.0,0.0,0,163.0
O01127,U0109,P014,2026-01-06,wechat_shop,5,158.98,0.0,0,794.9
O01128,U0145,P030,2026-05-02,wechat_shop,3,163.0,0.0,0,489.0
O01129,U0187,P015,2026-03-03,offline_store,1,153.83,0.05,0,153.83
O01130,U0346,P018,2026-02-04,offline_store,1,32.29,0.0,0,32.29
O01131,U0033,P031,2026-06-14,douyin,1,72.69,0.0,0,72.69
O01132,U0466,P013,2026-05-08,taobao,1,170.29,0.05,0,170.29
O01133,U0161,P032,2026-05-26,taobao,1,80.92,0.0,0,80.92
O01134,U0411,P029,2026-01-23,wechat_shop,1,138.03,0.0,0,138.03
O01135,U0080,P030,2026-02-25,offline_store,1,138.55,0.15,0,138.55
O01136,U0169,P024,2026-05-02,wechat_shop,2,170.12,0.05,0,340.24
O01137,U0080,P011,2026-04-05,taobao,1,227.75,0.0,0,227.75
O01138,U0110,P014,2026-06-03,wechat_shop,1,158.98,0.0,0,158.98
O01139,U0207,P037,2026-02-23,wechat_shop,1,277.29,0.0,0,277.29
O01140,U0578,P008,2026-03-02,offline_store,1,113.97,0.1,0,113.97
O01141,U0366,P003,2026-01-11,taobao,1,148.5,0.0,1,148.5
O01142,U0133,P033,2026-04-11,wechat_shop,1,288.35,0.05,0,288.35
O01143,U0154,P021,2026-03-25,wechat_shop,3,155.9,0.1,0,467.7
O01144,U0156,P024,2026-05-30,offline_store,1,179.07,0.0,0,179.07
O01145,U0221,P013,2026-01-20,douyin,1,152.36,0.15,0,152.36
O01146,U0536,P020,2026-02-10,taobao,1,108.61,0.15,0,108.61
O01147,U0442,P030,2026-04-24,wechat_shop,1,163.0,0.0,0,163.0
O01148,U0157,P004,2026-06-23,offline_store,1,104.33,0.1,0,104.33
O01149,U0090,P006,2026-01-24,offline_store,1,220.8,0.0,0,220.8
O01150,U0287,P021,2026-01-24,taobao,1,173.22,0.0,0,173.22
O01151,U0265,P025,2026-03-31,offline_store,1,73.75,0.15,0,73.75
O01152,U0583,P010,2026-03-06,offline_store,2,219.93,0.0,0,439.86
O01153,U0133,P022,2026-01-10,offline_store,3,252.77,0.05,0,758.31
O01154,U0424,P038,2026-04-03,offline_store,3,297.27,0.0,0,891.81
O01155,U0251,P022,2026-03-08,wechat_shop,1,226.16,0.15,0,226.16
O01156,U0075,P023,2026-02-08,douyin,1,175.33,0.0,0,175.33
O01157,U0548,P037,2026-04-09,offline_store,2,277.29,0.0,0,554.58
O01158,U0407,P012,2026-01-27,offline_store,1,109.4,0.0,0,109.4
O01159,U0498,P032,2026-02-20,douyin,1,80.92,0.0,0,80.92
O01160,U0559,P010,2026-06-28,douyin,1,219.93,0.0,0,219.93
O01161,U0390,P015,2026-04-30,wechat_shop,2,161.93,0.0,0,323.86
O01162,U0024,P029,2026-04-02,offline_store,5,138.03,0.0,0,690.15
O01163,U0281,P020,2026-03-10,offline_store,2,127.78,0.0,0,255.56
O01164,U0538,P020,2026-01-20,douyin,3,121.39,0.05,0,364.17
O01165,U0439,P027,2026-06-20,taobao,1,156.42,0.0,0,156.42
O01166,U0549,P035,2026-03-17,douyin,1,85.55,0.05,0,85.55
O01167,U0011,P005,2026-06-27,douyin,1,95.16,0.15,0,95.16
O01168,U0325,P011,2026-01-19,wechat_shop,2,204.97,0.1,0,409.94
O01169,U0117,P013,2026-02-07,offline_store,4,170.29,0.05,0,681.16
O01170,U0129,P026,2026-03-08,offline_store,2,36.83,0.05,0,73.66
O01171,U0193,P029,2026-06-12,offline_store,1,138.03,0.0,0,138.03
O01172,U0357,P026,2026-06-27,douyin,2,34.89,0.1,0,69.78
O01173,U0373,P020,2026-02-17,wechat_shop,2,127.78,0.0,0,255.56
O01174,U0467,P010,2026-03-18,offline_store,1,219.93,0.0,0,219.93
O01175,U0344,P031,2026-04-15,wechat_shop,1,65.42,0.1,0,65.42
O01176,U0167,P030,2026-02-14,offline_store,1,163.0,0.0,0,163.0
O01177,U0291,P003,2026-04-07,wechat_shop,3,126.22,0.15,0,378.66
O01178,U0422,P031,2026-01-22,wechat_shop,1,72.69,0.0,0,72.69
O01179,U0455,P008,2026-05-07,wechat_shop,2,113.97,0.1,0,227.94
O01180,U0466,P029,2026-06-19,offline_store,3,138.03,0.0,0,414.09
O01181,U0476,P014,2026-01-29,offline_store,3,158.98,0.0,0,476.94
O01182,U0384,P001,2026-06-14,douyin,2,25.99,0.05,1,51.98
O01183,U0425,P026,2026-05-09,douyin,1,32.95,0.15,0,32.95
O01184,U0384,P028,2026-01-01,taobao,1,284.68,0.0,0,284.68
O01185,U0401,P014,2026-03-26,douyin,4,151.03,0.05,0,604.12
O01186,U0592,P026,2026-06-06,offline_store,1,38.77,0.0,0,38.77
O01187,U0326,P013,2026-02-01,douyin,1,152.36,0.15,0,152.36
O01188,U0591,P027,2026-04-21,offline_store,1,156.42,0.0,0,156.42
O01189,U0209,P015,2026-06-09,wechat_shop,3,161.93,0.0,0,485.79
O01190,U0157,P035,2026-01-23,wechat_shop,1,76.54,0.15,0,76.54
O01191,U0026,P027,2026-06-07,douyin,1,156.42,0.0,0,156.42
O01192,U0228,P030,2026-04-26,taobao,2,163.0,0.0,0,326.0
O01193,U0388,P040,2026-02-18,taobao,3,205.27,0.15,0,615.81
O01194,U0594,P005,2026-06-17,wechat_shop,1,111.95,0.0,0,111.95
O01195,U0290,P017,2026-01-28,taobao,4,202.92,0.0,0,811.68
O01196,U0213,P031,2026-02-15,offline_store,1,72.69,0.0,0,72.69
O01197,U0079,P038,2026-01-25,douyin,3,282.41,0.05,0,847.23
O01198,U0462,P004,2026-06-24,douyin,1,115.92,0.0,0,115.92
O01199,U0033,P015,2026-02-15,wechat_shop,1,161.93,0.0,0,161.93
O01200,U0006,P007,2026-03-28,douyin,1,164.25,0.1,0,164.25
O01201,U0031,P035,2026-05-13,wechat_shop,1,90.05,0.0,0,90.05
O01202,U0118,P040,2026-05-12,douyin,2,241.49,0.0,0,482.98
O01203,U0130,P002,2026-01-07,taobao,1,83.83,0.0,0,83.83
O01204,U0565,P004,2026-03-11,taobao,1,115.92,0.0,0,115.92
O01205,U0410,P001,2026-04-29,douyin,3,25.99,0.05,0,77.97
O01206,U0403,P004,2026-03-05,wechat_shop,1,98.53,0.15,0,98.53
O01207,U0500,P004,2026-05-29,offline_store,1,115.92,0.0,0,115.92
O01208,U0111,P013,2026-04-24,offline_store,2,179.25,0.0,0,358.5
O01209,U0066,P011,2026-04-19,offline_store,2,227.75,0.0,0,455.5
O01210,U0301,P029,2026-02-11,taobao,4,138.03,0.0,0,552.12
O01211,U0191,P014,2026-04-11,taobao,1,158.98,0.0,0,158.98
O01212,U0322,P001,2026-03-03,wechat_shop,1,27.36,0.0,0,27.36
O01213,U0477,P008,2026-01-02,taobao,2,107.64,0.15,0,215.28
O01214,U0540,P034,2026-02-28,douyin,1,16.28,0.0,0,16.28
O01215,U0077,P020,2026-01-26,offline_store,1,115.0,0.1,0,115.0
O01216,U0051,P001,2026-06-23,offline_store,1,27.36,0.0,0,27.36
O01217,U0464,P036,2026-05-07,douyin,5,253.96,0.05,0,1269.8
O01218,U0292,P023,2026-06-02,wechat_shop,2,175.33,0.0,0,350.66
O01219,U0413,P016,2026-06-13,wechat_shop,5,85.15,0.05,0,425.75
O01220,U0482,P009,2026-05-16,wechat_shop,1,172.94,0.15,1,172.94
O01221,U0410,P015,2026-04-16,wechat_shop,1,161.93,0.0,0,161.93
O01222,U0466,P009,2026-05-22,offline_store,1,203.46,0.0,0,203.46
O01223,U0230,P003,2026-06-13,wechat_shop,3,133.65,0.1,0,400.95
O01224,U0447,P028,2026-01-02,douyin,1,284.68,0.0,0,284.68
O01225,U0551,P029,2026-02-12,wechat_shop,1,138.03,0.0,0,138.03
O01226,U0312,P039,2026-06-25,wechat_shop,1,287.26,0.0,0,287.26
O01227,U0175,P021,2026-03-08,douyin,2,164.56,0.05,0,329.12
O01228,U0599,P023,2026-05-29,offline_store,1,175.33,0.0,0,175.33
O01229,U0592,P005,2026-06-12,offline_store,2,100.76,0.1,0,201.52
O01230,U0495,P004,2026-06-18,douyin,5,115.92,0.0,0,579.6
O01231,U0572,P026,2026-01-23,douyin,2,32.95,0.15,0,65.9
O01232,U0077,P009,2026-06-17,offline_store,2,203.46,0.0,0,406.92
O01233,U0395,P021,2026-01-15,douyin,1,173.22,0.0,0,173.22
O01234,U0527,P021,2026-05-04,taobao,1,155.9,0.1,0,155.9
O01235,U0109,P016,2026-03-20,douyin,1,89.63,0.0,0,89.63
O01236,U0526,P003,2026-02-25,douyin,1,141.07,0.05,0,141.07
O01237,U0315,P030,2026-04-12,wechat_shop,1,154.85,0.05,0,154.85
O01238,U0017,P028,2026-02-06,offline_store,3,241.98,0.15,0,725.94
O01239,U0361,P006,2026-02-16,taobao,1,187.68,0.15,0,187.68
O01240,U0407,P013,2026-01-30,offline_store,1,170.29,0.05,0,170.29
O01241,U0051,P019,2026-05-10,offline_store,1,165.48,0.0,0,165.48
O01242,U0283,P011,2026-04-18,offline_store,1,216.36,0.05,0,216.36
O01243,U0114,P012,2026-05-12,douyin,1,109.4,0.0,0,109.4
O01244,U0068,P014,2026-01-29,wechat_shop,3,143.08,0.1,0,429.24
O01245,U0402,P036,2026-03-11,offline_store,3,227.23,0.15,0,681.69
O01246,U0211,P030,2026-01-25,douyin,2,138.55,0.15,0,277.1
O01247,U0004,P014,2026-02-21,wechat_shop,2,135.13,0.15,0,270.26
O01248,U0313,P038,2026-02-16,douyin,4,267.54,0.1,0,1070.16
O01249,U0467,P007,2026-02-12,douyin,2,182.5,0.0,0,365.0
O01250,U0271,P037,2026-01-03,wechat_shop,1,277.29,0.0,1,277.29
O01251,U0486,P020,2026-02-12,wechat_shop,2,127.78,0.0,0,255.56
O01252,U0581,P038,2026-05-05,taobao,1,297.27,0.0,0,297.27
O01253,U0103,P038,2026-02-27,taobao,1,297.27,0.0,0,297.27
O01254,U0264,P030,2026-03-26,offline_store,1,163.0,0.0,0,163.0
O01255,U0342,P006,2026-03-05,offline_store,1,220.8,0.0,0,220.8
O01256,U0152,P033,2026-01-28,offline_store,2,258.0,0.15,0,516.0
O01257,U0251,P018,2026-02-25,offline_store,5,32.29,0.0,0,161.45
O01258,U0387,P011,2026-04-02,wechat_shop,2,227.75,0.0,0,455.5
O01259,U0540,P038,2026-03-11,douyin,2,282.41,0.05,0,564.82
O01260,U0428,P015,2026-03-08,taobao,1,161.93,0.0,0,161.93
O01261,U0126,P031,2026-03-20,offline_store,1,65.42,0.1,0,65.42
O01262,U0009,P017,2026-04-26,offline_store,5,202.92,0.0,0,1014.6
O01263,U0297,P033,2026-06-24,douyin,1,303.53,0.0,0,303.53
O01264,U0042,P002,2026-03-18,douyin,1,83.83,0.0,1,83.83
O01265,U0441,P007,2026-03-13,taobao,1,173.38,0.05,0,173.38
O01266,U0291,P029,2026-06-18,douyin,1,138.03,0.0,0,138.03
O01267,U0600,P022,2026-01-22,wechat_shop,1,226.16,0.15,0,226.16
O01268,U0396,P028,2026-03-15,offline_store,1,284.68,0.0,0,284.68
O01269,U0178,P008,2026-04-12,offline_store,3,126.63,0.0,0,379.89
O01270,U0205,P018,2026-06-22,taobao,3,32.29,0.0,0,96.87
O01271,U0305,P039,2026-02-03,offline_store,2,287.26,0.0,0,574.52
O01272,U0540,P032,2026-05-19,offline_store,1,76.87,0.05,0,76.87
O01273,U0480,P031,2026-06-26,taobao,1,61.79,0.15,0,61.79
O01274,U0573,P011,2026-04-19,wechat_shop,1,216.36,0.05,0,216.36
O01275,U0249,P008,2026-04-17,taobao,2,113.97,0.1,0,227.94
O01276,U0055,P010,2026-02-01,offline_store,1,197.94,0.1,0,197.94
O01277,U0531,P011,2026-02-01,offline_store,2,216.36,0.05,0,432.72
O01278,U0100,P024,2026-01-13,taobao,1,152.21,0.15,0,152.21
O01279,U0599,P037,2026-05-24,wechat_shop,2,277.29,0.0,0,554.58
O01280,U0508,P024,2026-06-28,douyin,1,161.16,0.1,0,161.16
O01281,U0319,P033,2026-02-26,wechat_shop,2,303.53,0.0,0,607.06
O01282,U0157,P002,2026-05-04,wechat_shop,2,83.83,0.0,0,167.66
O01283,U0518,P032,2026-05-13,offline_store,1,80.92,0.0,0,80.92
O01284,U0189,P009,2026-04-10,douyin,4,203.46,0.0,0,813.84
O01285,U0127,P023,2026-05-19,offline_store,3,149.03,0.15,0,447.09
O01286,U0247,P014,2026-02-06,douyin,1,158.98,0.0,0,158.98
O01287,U0297,P023,2026-05-10,taobao,2,175.33,0.0,0,350.66
O01288,U0282,P037,2026-06-19,offline_store,4,263.43,0.05,0,1053.72
O01289,U0436,P016,2026-04-08,douyin,3,85.15,0.05,0,255.45
O01290,U0595,P029,2026-01-07,taobao,1,124.23,0.1,0,124.23
O01291,U0044,P023,2026-01-08,taobao,2,149.03,0.15,0,298.06
O01292,U0163,P028,2026-02-04,taobao,3,270.45,0.05,0,811.35
O01293,U0526,P017,2026-05-08,wechat_shop,1,172.48,0.15,0,172.48
O01294,U0348,P040,2026-02-13,offline_store,1,205.27,0.15,0,205.27
O01295,U0404,P024,2026-02-04,wechat_shop,2,152.21,0.15,0,304.42
O01296,U0185,P031,2026-06-14,taobao,1,69.06,0.05,0,69.06
O01297,U0414,P008,2026-02-02,wechat_shop,1,113.97,0.1,0,113.97
O01298,U0109,P018,2026-01-11,offline_store,3,32.29,0.0,0,96.87
O01299,U0243,P008,2026-06-22,wechat_shop,1,126.63,0.0,0,126.63
O01300,U0064,P016,2026-02-13,taobao,3,85.15,0.05,0,255.45
O01301,U0384,P013,2026-01-29,wechat_shop,3,179.25,0.0,0,537.75
O01302,U0588,P008,2026-02-13,douyin,1,120.3,0.05,0,120.3
O01303,U0207,P024,2026-02-19,douyin,1,152.21,0.15,0,152.21
O01304,U0025,P017,2026-04-21,wechat_shop,3,202.92,0.0,0,608.76
O01305,U0418,P029,2026-02-21,wechat_shop,3,138.03,0.0,0,414.09
O01306,U0509,P018,2026-03-28,douyin,2,27.45,0.15,0,54.9
O01307,U0573,P001,2026-02-22,douyin,3,24.62,0.1,0,73.86
O01308,U0583,P013,2026-01-17,wechat_shop,1,170.29,0.05,0,170.29
O01309,U0053,P040,2026-02-01,taobao,1,241.49,0.0,0,241.49
O01310,U0258,P024,2026-01-05,offline_store,3,179.07,0.0,0,537.21
O01311,U0077,P018,2026-04-01,douyin,3,32.29,0.0,0,96.87
O01312,U0560,P020,2026-05-12,wechat_shop,1,121.39,0.05,0,121.39
O01313,U0034,P008,2026-05-29,taobao,4,126.63,0.0,0,506.52
O01314,U0561,P040,2026-04-17,taobao,1,241.49,0.0,0,241.49
O01315,U0578,P037,2026-06-18,wechat_shop,1,277.29,0.0,0,277.29
O01316,U0083,P019,2026-03-29,offline_store,4,148.93,0.1,0,595.72
O01317,U0520,P022,2026-02-02,douyin,2,266.07,0.0,0,532.14
O01318,U0234,P002,2026-06-15,wechat_shop,1,83.83,0.0,0,83.83
O01319,U0389,P018,2026-01-14,wechat_shop,2,32.29,0.0,0,64.58
O01320,U0441,P029,2026-05-21,offline_store,1,131.13,0.05,0,131.13
O01321,U0377,P021,2026-05-20,taobao,1,173.22,0.0,0,173.22
O01322,U0095,P036,2026-02-18,wechat_shop,1,267.33,0.0,0,267.33
O01323,U0016,P011,2026-02-27,douyin,2,204.97,0.1,0,409.94
O01324,U0045,P026,2026-01-14,taobao,1,36.83,0.05,0,36.83
O01325,U0133,P039,2026-03-30,offline_store,2,287.26,0.0,0,574.52
O01326,U0557,P037,2026-05-02,douyin,1,277.29,0.0,0,277.29
O01327,U0226,P035,2026-05-06,offline_store,2,90.05,0.0,0,180.1
O01328,U0251,P010,2026-03-18,taobao,2,219.93,0.0,0,439.86
O01329,U0421,P024,2026-03-22,offline_store,1,179.07,0.0,0,179.07
O01330,U0534,P021,2026-03-12,douyin,1,173.22,0.0,0,173.22
O01331,U0146,P021,2026-03-19,wechat_shop,2,173.22,0.0,0,346.44
O01332,U0022,P024,2026-03-01,offline_store,1,170.12,0.05,0,170.12
