review_id,order_id,rating,comment,review_date
R00625,O00184,5,good value,2026-02-23
R00626,O02612,4,price is acceptable,2026-02-22
R00627,O01217,5,good value,2026-05-07
R00628,O00487,5,good value,2026-02-12
R00629,O01223,4,overall good,2026-06-13
R00630,O01653,5,good value,2026-03-11
R00631,O00140,4,price is acceptable,2026-01-10
R00632,O00734,2,not worth the price,2026-04-21
R00633,O00267,3,packaging can improve,2026-04-02
R00634,O02345,3,delivery was slow,2026-05-18
R00635,O03471,4,service is nice,2026-05-01
R00636,O00064,5,good value,2026-04-30
R00637,O02484,1,very disappointed,2026-05-17
R00638,O04055,4,price is acceptable,2026-02-22
R00639,O01897,4,price is acceptable,2026-02-26
R00640,O03964,5,good value,2026-05-04
R00641,O01095,4,price is acceptable,2026-06-10
R00642,O03550,4,service is nice,2026-05-29
R00643,O01506,5,quality is stable,2026-05-11
R00644,O03914,2,bad packaging,2026-02-06
R00645,O03908,3,delivery was slow,2026-04-16
R00646,O02338,4,overall good,2026-04-11
R00647,O03817,2,not worth the price,2026-03-12
R00648,O02647,5,quality is stable,2026-05-31
R00649,O02776,4,service is nice,2026-04-22
R00650,O02280,3,packaging can improve,2026-04-22
R00651,O01671,5,good value,2026-03-28
R00652,O02532,4,overall good,2026-02-15
R00653,O00280,5,fast delivery,2026-05-12
R00654,O02616,4,price is acceptable,2026-04-05
R00655,O03341,5,fast delivery,2026-03-23
R00656,O01724,3,packaging can improve,2026-01-17
R00657,O00359,3,delivery was slow,2026-06-15
R00658,O03059,5,fast delivery,2026-04-24
R00659,O00300,5,fast delivery,2026-05-24
R00660,O01069,4,price is acceptable,2026-05-02
R00661,O03353,4,service is nice,2026-02-17
R00662,O01433,5,quality is stable,2026-01-15
R00663,O01489,5,will buy again,2026-01-23
R00664,O03556,5,will buy again,2026-05-02
R00665,O01500,4,overall good,2026-06-21
R00666,O00416,3,delivery was slow,2026-05-20
R00667,O01873,5,quality is stable,2026-05-17
R00668,O01162,2,not worth the price,2026-04-02
R00669,O03770,5,will buy again,2026-06-15
R00670,O01179,3,average experience,2026-05-07
R00671,O02686,5,quality is stable,2026-02-01
R00672,O02171,3,packaging can improve,2026-01-07
R00673,O03440,5,quality is stable,2026-01-25
R00674,O01261,1,refund requested,2026-03-20
R00675,O03651,5,good value,2026-02-04
R00676,O02391,5,will buy again,2026-02-14
R00677,O01457,3,packaging can improve,2026-06-04
R00678,O01503,4,price is acceptable,2026-05-16
R00679,O01324,4,service is nice,2026-01-14
R00680,O03128,4,price is acceptable,2026-02-18
R00681,O00832,5,quality is stable,2026-05-22
R00682,O00059,5,fast delivery,2026-04-19
R00683,O00077,5,quality is stable,2026-04-08
R00684,O00369,4,overall good,2026-03-05
R00685,O04179,5,good value,2026-05-16
R00686,O02029,3,delivery was slow,2026-01-24
R00687,O03381,4,price is acceptable,2026-02-16
R00688,O03776,5,good value,2026-04-03
R00689,O02348,4,overall good,2026-02-06
R00690,O02511,4,price is acceptable,2026-06-06
R00691,O01587,5,fast delivery,2026-04-24
R00692,O02587,5,good value,2026-04-04
R00693,O01492,3,average experience,2026-06-24
R00694,O03903,3,average experience,2026-01-02
R00695,O02317,5,will buy again,2026-03-04
R00696,O02589,4,overall good,2026-05-09
R00697,O00125,5,quality is stable,2026-02-10
R00698,O03115,1,very disappointed,2026-01-05
R00699,O00803,3,average experience,2026-03-30
R00700,O01484,5,good value,2026-02-01
R00701,O02442,5,quality is stable,2026-03-11
R00702,O04134,4,price is acceptable,2026-03-25
R00703,O00430,5,quality is stable,2026-06-16
R00704,O03960,3,packaging can improve,2026-03-11
R00705,O00666,1,very disappointed,2026-05-07
R00706,O00933,4,price is acceptable,2026-06-25
R00707,O02032,4,overall good,2026-03-17
R00708,O02322,5,quality is stable,2026-02-06
R00709,O00443,4,service is nice,2026-06-05
R00710,O01432,3,delivery was slow,2026-06-28
R00711,O01147,5,fast delivery,2026-04-24
R00712,O00434,5,good value,2026-06-01
R00713,O01613,5,good value,2026-05-12
R00714,O00388,3,average experience,2026-02-24
R00715,O00031,5,quality is stable,2026-01-21
R00716,O03710,5,good value,2026-05-10
R00717,O00204,4,price is acceptable,2026-06-20
R00718,O03715,5,good value,2026-02-27
R00719,O01498,4,service is nice,2026-04-21
R00720,O02562,5,good value,2026-04-26
R00721,O04122,3,average experience,2026-05-01
R00722,O01768,5,will buy again,2026-04-20
R00723,O01722,5,quality is stable,2026-03-05
R00724,O03796,4,service is nice,2026-04-27
R00725,O02214,5,quality is stable,2026-02-09
R00726,O02882,4,price is acceptable,2026-02-12
R00727,O00479,1,very disappointed,2026-03-28
R00728,O00427,4,overall good,2026-05-26
R00729,O02980,2,not worth the price,2026-04-26
R00730,O00444,3,packaging can improve,2026-05-08
R00731,O02548,3,packaging can improve,2026-02-02
R00732,O02423,4,service is nice,2026-03-12
R00733,O01565,4,service is nice,2026-05-09
R00734,O02593,2,bad packaging,2026-04-29
R00735,O00193,5,quality is stable,2026-02-07
R00736,O00568,4,overall good,2026-06-12
R00737,O02938,5,good value,2026-04-07
R00738,O01124,3,packaging can improve,2026-05-22
R00739,O00007,5,quality is stable,2026-04-22
R00740,O03406,4,overall good,2026-05-20
R00741,O00440,4,service is nice,2026-05-13
R00742,O00290,1,damaged item,2026-02-11
R00743,O01181,5,good value,2026-01-29
R00744,O03215,5,will buy again,2026-01-10
R00745,O01056,5,fast delivery,2026-02-24
R00746,O01593,2,quality issue,2026-06-05
R00747,O01269,5,will buy again,2026-04-12
R00748,O03699,5,will buy again,2026-02-05
R00749,O02195,4,price is acceptable,2026-02-17
R00750,O01539,3,delivery was slow,2026-05-10
R00751,O02607,3,delivery was slow,2026-05-10
R00752,O02863,5,fast delivery,2026-02-18
R00753,O00811,3,packaging can improve,2026-01-30
R00754,O02666,3,delivery was slow,2026-05-26
R00755,O01715,4,service is nice,2026-06-23
R00756,O00195,4,price is acceptable,2026-02-13
R00757,O00451,4,price is acceptable,2026-06-09
R00758,O02936,4,price is acceptable,2026-02-01
R00759,O01296,4,service is nice,2026-06-14
R00760,O00030,3,delivery was slow,2026-04-14
R00761,O03521,4,overall good,2026-05-29
R00762,O01771,5,will buy again,2026-06-27
R00763,O03002,2,quality issue,2026-03-18
R00764,O02835,5,fast delivery,2026-02-23
R00765,O03693,4,overall good,2026-05-05
R00766,O00898,5,fast delivery,2026-01-30
R00767,O03025,5,will buy again,2026-04-18
R00768,O03199,3,packaging can improve,2026-06-25
R00769,O00961,5,good value,2026-02-08
R00770,O03942,3,delivery was slow,2026-05-14
R00771,O03995,1,very disappointed,2026-03-06
R00772,O01589,5,fast delivery,2026-01-30
R00773,O04079,4,overall good,2026-03-12
R00774,O04110,1,refund requested,2026-05-23
R00775,O00223,2,bad packaging,2026-04-25
R00776,O02226,2,quality issue,2026-04-07
R00777,O00894,4,overall good,2026-02-27
R00778,O00574,4,overall good,2026-02-22
R00779,O03504,5,quality is stable,2026-06-21
R00780,O03658,5,quality is stable,2026-05-25
R00781,O03509,5,fast delivery,2026-06-25
R00782,O03691,4,service is nice,2026-02-11
R00783,O01953,5,fast delivery,2026-02-24
R00784,O01065,1,damaged item,2026-06-19
R00785,O00081,4,price is acceptable,2026-01-22
R00786,O00258,2,quality issue,2026-01-31
R00787,O00296,5,will buy again,2026-04-18
R00788,O03293,5,fast delivery,2026-03-25
R00789,O02769,4,service is nice,2026-03-10
R00790,O03639,5,fast delivery,2026-06-14
R00791,O02019,4,price is acceptable,2026-02-14
R00792,O02978,3,delivery was slow,2026-02-03
R00793,O01540,5,quality is stable,2026-03-08
R00794,O03232,4,service is nice,2026-02-05
R00795,O04146,4,service is nice,2026-02-23
R00796,O00818,3,packaging can improve,2026-02-28
R00797,O03506,3,average experience,2026-06-01
R00798,O00938,4,price is acceptable,2026-04-19
R00799,O00863,3,average experience,2026-06-22
R00800,O00377,5,quality is stable,2026-05-25
R00801,O00713,3,packaging can improve,2026-04-26
R00802,O03092,3,average experience,2026-01-23
R00803,O03241,2,bad packaging,2026-02-07
R00804,O03104,5,quality is stable,2026-06-16
R00805,O01761,5,will buy again,2026-05-01
R00806,O00450,5,quality is stable,2026-01-13
R00807,O01392,2,bad packaging,2026-05-15
R00808,O01612,4,service is nice,2026-06-14
R00809,O03260,4,overall good,2026-03-23
R00810,O02623,3,packaging can improve,2026-05-25
R00811,O04103,4,overall good,2026-02-20
R00812,O00655,3,packaging can improve,2026-01-31
R00813,O02223,4,service is nice,2026-05-12
R00814,O03889,2,quality issue,2026-02-05
R00815,O02856,5,good value,2026-05-17
R00816,O00737,5,good value,2026-04-23
R00817,O02619,5,quality is stable,2026-01-31
R00818,O02475,1,damaged item,2026-01-29
R00819,O00412,4,price is acceptable,2026-06-08
R00820,O03467,4,service is nice,2026-02-03
R00821,O00858,5,quality is stable,2026-01-06
R00822,O03378,5,fast delivery,2026-05-23
R00823,O01371,5,will buy again,2026-04-14
R00824,O01675,5,quality is stable,2026-01-05
R00825,O03048,3,packaging can improve,2026-03-04
R00826,O01025,4,price is acceptable,2026-05-23
R00827,O01321,5,will buy again,2026-05-20
R00828,O00658,5,good value,2026-05-21
R00829,O01965,5,quality is stable,2026-02-05
R00830,O03695,4,price is acceptable,2026-01-28
R00831,O01879,2,quality issue,2026-01-17
R00832,O02482,3,packaging can improve,2026-02-02
R00833,O03053,4,price is acceptable,2026-04-27
R00834,O00965,5,will buy again,2026-06-11
R00835,O02025,4,price is acceptable,2026-05-30
R00836,O00153,5,quality is stable,2026-02-18
R00837,O01949,5,quality is stable,2026-05-14
R00838,O02752,4,price is acceptable,2026-04-27
R00839,O02149,5,will buy again,2026-05-13
R00840,O00103,5,fast delivery,2026-02-04
R00841,O02418,4,service is nice,2026-03-04
R00842,O03828,5,good value,2026-03-25
R00843,O00240,4,price is acceptable,2026-01-18
R00844,O03634,5,will buy again,2026-05-12
R00845,O01544,5,good value,2026-05-25
R00846,O00109,3,packaging can improve,2026-05-31
R00847,O01874,3,packaging can improve,2026-01-06
R00848,O03501,3,delivery was slow,2026-06-16
R00849,O02227,1,damaged item,2026-06-21
R00850,O03999,4,service is nice,2026-06-06
R00851,O01271,4,price is acceptable,2026-02-03
R00852,O03438,4,overall good,2026-04-10
R00853,O01455,5,will buy again,2026-06-19
R00854,O02463,4,overall good,2026-03-09
R00855,O03140,3,packaging can improve,2026-06-14
R00856,O01437,4,overall good,2026-02-01
R00857,O00333,5,quality is stable,2026-01-25
R00858,O03361,4,price is acceptable,2026-01-09
R00859,O02168,3,average experience,2026-03-24
R00860,O01357,3,delivery was slow,2026-06-15
R00861,O00882,4,price is acceptable,2026-02-22
R00862,O01614,4,overall good,2026-06-18
R00863,O03620,5,fast delivery,2026-02-18
R00864,O03642,3,delivery was slow,2026-05-21
R00865,O01351,4,service is nice,2026-03-30
R00866,O01214,4,service is nice,2026-02-28
R00867,O02479,5,fast delivery,2026-05-03
R00868,O02533,4,price is acceptable,2026-03-31
R00869,O02169,3,packaging can improve,2026-06-17
R00870,O01232,2,not worth the price,2026-06-17
R00871,O02207,5,quality is stable,2026-04-13
R00872,O00817,3,delivery was slow,2026-04-25
R00873,O02253,3,average experience,2026-02-03
R00874,O03592,4,overall good,2026-01-26
R00875,O00777,5,good value,2026-02-13
R00876,O03143,4,service is nice,2026-01-10
R00877,O02472,3,delivery was slow,2026-02-10
R00878,O02222,4,service is nice,2026-05-09
R00879,O02471,4,overall good,2026-01-14
R00880,O01290,5,quality is stable,2026-01-07
R00881,O02487,4,service is nice,2026-03-06
R00882,O01310,4,service is nice,2026-01-05
R00883,O02663,5,quality is stable,2026-04-01
R00884,O01809,5,fast delivery,2026-04-25
R00885,O04182,3,average experience,2026-04-07
R00886,O04156,5,good value,2026-06-14
R00887,O00865,5,quality is stable,2026-04-08
R00888,O02565,4,price is acceptable,2026-06-22
R00889,O00555,4,overall good,2026-04-09
R00890,O02089,5,will buy again,2026-04-25
R00891,O01107,5,fast delivery,2026-05-18
R00892,O03345,2,not worth the price,2026-06-10
R00893,O01428,1,damaged item,2026-06-06
R00894,O03535,4,overall good,2026-05-28
R00895,O03033,4,service is nice,2026-06-28
R00896,O03709,3,delivery was slow,2026-01-25
R00897,O02952,4,price is acceptable,2026-01-04
R00898,O03842,4,service is nice,2026-04-24
R00899,O03633,4,price is acceptable,2026-05-06
R00900,O01812,4,service is nice,2026-06-14
R00901,O01737,4,service is nice,2025-12-31
R00902,O04181,3,average experience,2026-04-28
R00903,O01057,5,fast delivery,2026-06-07
R00904,O00979,4,price is acceptable,2026-05-04
R00905,O00867,3,packaging can improve,2026-05-31
R00906,O00753,4,service is nice,2026-03-15
R00907,O01916,4,service is nice,2026-06-01
R00908,O03231,5,good value,2026-05-31
R00909,O03050,5,fast delivery,2026-02-01
R00910,O04054,5,will buy again,2026-04-10
R00911,O03379,5,good value,2026-05-17
R00912,O04131,4,overall good,2026-01-27
R00913,O01603,5,fast delivery,2026-01-06
R00914,O01908,5,quality is stable,2026-03-26
R00915,O01153,4,price is acceptable,2026-01-10
R00916,O00730,2,not worth the price,2026-05-23
R00917,O01129,5,fast delivery,2026-03-03
R00918,O01488,5,good value,2026-06-14
R00919,O01238,3,delivery was slow,2026-02-06
R00920,O00913,4,overall good,2026-04-04
R00921,O00722,5,fast delivery,2026-02-26
R00922,O02079,3,packaging can improve,2026-05-27
R00923,O01201,4,price is acceptable,2026-05-13
R00924,O01796,4,service is nice,2026-01-24
R00925,O01573,4,price is acceptable,2026-05-12
R00926,O02118,5,fast delivery,2026-06-27
R00927,O02831,5,good value,2026-01-02
R00928,O02373,5,good value,2026-04-12
R00929,O00347,4,service is nice,2026-05-01
R00930,O03402,4,price is acceptable,2026-01-13
R00931,O02828,5,fast delivery,2026-04-18
R00932,O01264,4,overall good,2026-03-18
R00933,O03766,5,quality is stable,2026-05-03
R00934,O00579,5,will buy again,2026-01-18
R00935,O03549,3,average experience,2026-03-03
R00936,O02963,5,will buy again,2026-01-20
R00937,O03089,2,not worth the price,2026-01-02
R00938,O01923,5,good value,2026-05-04
R00939,O01841,5,will buy again,2026-05-05
R00940,O01660,4,service is nice,2026-05-25
R00941,O03163,4,overall good,2026-05-12
R00942,O02727,5,good value,2026-06-12
R00943,O00179,3,packaging can improve,2026-03-23
R00944,O00669,4,price is acceptable,2026-04-29
R00945,O03449,5,will buy again,2026-05-09
R00946,O00788,5,fast delivery,2026-05-15
R00947,O01058,5,will buy again,2026-03-31
R00948,O00819,5,quality is stable,2026-06-14
R00949,O03478,3,average experience,2025-12-31
R00950,O01895,5,good value,2026-02-06
R00951,O04078,3,packaging can improve,2026-06-24
R00952,O00605,4,service is nice,2026-03-16
R00953,O01023,3,delivery was slow,2026-06-17
R00954,O00026,5,will buy again,2026-01-30
R00955,O03854,3,average experience,2026-06-22
R00956,O01007,4,service is nice,2026-05-20
R00957,O02414,4,service is nice,2026-05-17
R00958,O01165,5,will buy again,2026-06-20
R00959,O00174,5,will buy again,2026-02-20
R00960,O01111,5,will buy again,2025-12-31
R00961,O03304,5,good value,2026-05-15
R00962,O00332,1,refund requested,2026-04-12
R00963,O01190,5,fast delivery,2026-01-23
R00964,O00431,4,price is acceptable,2026-02-16
R00965,O00343,4,service is nice,2026-02-10
R00966,O03856,5,good value,2026-04-28
R00967,O03434,4,service is nice,2026-05-31
R00968,O01645,5,fast delivery,2026-01-18
R00969,O00480,5,good value,2026-01-25
R00970,O00728,3,delivery was slow,2026-01-13
R00971,O01740,1,refund requested,2026-06-05
R00972,O00991,5,quality is stable,2026-02-12
R00973,O02060,4,overall good,2026-02-20
R00974,O02577,1,damaged item,2026-02-22
R00975,O03044,5,good value,2026-02-11
R00976,O02458,5,will buy again,2026-04-07
R00977,O01150,5,quality is stable,2026-01-24
R00978,O04047,4,overall good,2026-05-02
R00979,O01533,5,fast delivery,2026-02-21
R00980,O02385,4,service is nice,2026-06-24
R00981,O03283,4,price is acceptable,2026-01-08
R00982,O03477,4,overall good,2026-02-11
R00983,O00325,5,quality is stable,2026-06-07
R00984,O02816,3,average experience,2026-04-22
R00985,O04062,1,refund requested,2026-01-29
R00986,O00469,5,will buy again,2026-04-11
R00987,O00562,3,delivery was slow,2026-03-27
R00988,O02104,5,will buy again,2026-03-15
R00989,O02178,1,very disappointed,2026-01-01
R00990,O01176,3,average experience,2026-02-14
R00991,O02248,5,good value,2026-01-14
R00992,O01174,5,quality is stable,2026-03-18
R00993,O01131,5,good value,2026-06-14
R00994,O01695,5,fast delivery,2026-01-24
R00995,O01189,4,overall good,2026-06-09
R00996,O00062,5,fast delivery,2026-03-02
R00997,O03882,4,overall good,2026-05-16
R00998,O02847,5,will buy again,2026-03-26
R00999,O02257,4,price is acceptable,2026-06-23
R01000,O00255,5,good value,2026-04-22
R01001,O02954,5,will buy again,2026-05-15
R01002,O01883,4,price is acceptable,2026-01-11
R01003,O03294,5,good value,2026-04-08
R01004,O02773,4,service is nice,2026-01-03
R01005,O00622,5,good value,2026-04-11
R01006,O03496,4,service is nice,2026-02-18
R01007,O03017,4,service is nice,2026-04-26
R01008,O04112,4,service is nice,2026-05-02
R01009,O02841,5,will buy again,2026-04-01
R01010,O02314,5,good value,2026-06-06
R01011,O00068,4,service is nice,2026-04-10
R01012,O01903,3,delivery was slow,2026-05-17
R01013,O01689,5,quality is stable,2026-02-10
R01014,O00222,5,good value,2026-04-17
R01015,O03028,4,overall good,2026-04-15
R01016,O03322,4,overall good,2026-01-10
R01017,O01193,5,will buy again,2026-02-18
R01018,O02604,5,quality is stable,2026-03-14
R01019,O03731,5,fast delivery,2026-02-19
R01020,O01475,4,price is acceptable,2026-06-22
R01021,O03064,4,overall good,2026-06-12
R01022,O00089,2,bad packaging,2026-03-15
R01023,O01676,3,packaging can improve,2026-04-15
R01024,O02499,5,will buy again,2026-06-07
R01025,O03961,5,will buy again,2026-01-18
R01026,O03932,5,quality is stable,2026-05-27
R01027,O01118,4,service is nice,2026-05-02
R01028,O01832,5,fast delivery,2026-02-23
R01029,O03949,5,will buy again,2026-01-22
R01030,O02555,4,price is acceptable,2026-02-10
R01031,O03586,4,overall good,2026-04-10
R01032,O02378,5,will buy again,2026-05-19
R01033,O03892,5,good value,2026-06-08
R01034,O02308,5,will buy again,2026-01-19
R01035,O03211,4,price is acceptable,2026-03-13
R01036,O03921,2,quality issue,2026-01-04
R01037,O03712,1,very disappointed,2026-01-18
R01038,O03980,4,price is acceptable,2026-04-20
R01039,O03922,4,price is acceptable,2026-01-03
R01040,O01847,5,good value,2026-02-13
R01041,O00284,4,price is acceptable,2026-01-29
R01042,O01746,4,overall good,2026-02-03
R01043,O02822,5,good value,2026-01-25
R01044,O01698,5,quality is stable,2026-01-17
R01045,O02975,4,price is acceptable,2026-01-10
R01046,O03958,4,price is acceptable,2026-04-15
R01047,O02712,5,quality is stable,2026-01-04
R01048,O04064,4,service is nice,2026-05-28
R01049,O03625,5,will buy again,2026-05-06
R01050,O00424,4,service is nice,2026-01-15
R01051,O03234,3,average experience,2026-01-28
R01052,O04137,4,overall good,2026-03-04
R01053,O02989,5,good value,2026-06-27
R01054,O00840,4,price is acceptable,2026-04-25
R01055,O00501,5,fast delivery,2026-03-19
R01056,O01300,4,service is nice,2026-02-13
R01057,O01262,4,price is acceptable,2026-04-26
R01058,O00550,5,will buy again,2026-03-26
R01059,O00558,4,price is acceptable,2026-05-28
R01060,O02858,4,service is nice,2026-01-27
R01061,O02068,4,price is acceptable,2026-01-27
R01062,O00219,5,fast delivery,2026-06-17
R01063,O01117,4,overall good,2025-12-31
R01064,O00210,3,delivery was slow,2026-03-21
R01065,O02431,4,price is acceptable,2026-06-02
R01066,O02370,5,quality is stable,2026-06-18
R01067,O03663,3,packaging can improve,2026-05-22
R01068,O01821,4,overall good,2026-03-23
R01069,O00949,4,overall good,2026-05-13
R01070,O03701,5,quality is stable,2026-02-15
R01071,O00533,4,price is acceptable,2026-03-10
R01072,O02845,5,fast delivery,2026-05-13
R01073,O01552,4,overall good,2026-02-26
R01074,O02131,5,good value,2026-01-26
R01075,O02531,4,service is nice,2026-01-29
R01076,O03883,4,price is acceptable,2026-02-23
R01077,O04016,3,average experience,2026-02-19
R01078,O03409,5,will buy again,2026-03-08
R01079,O00001,5,good value,2026-04-27
R01080,O03206,4,price is acceptable,2026-03-22
R01081,O04186,5,fast delivery,2026-01-04
R01082,O02496,2,quality issue,2026-02-28
R01083,O03271,5,will buy again,2026-05-06
R01084,O01830,4,price is acceptable,2026-02-20
R01085,O00248,4,service is nice,2026-06-09
R01086,O03861,5,will buy again,2026-04-09
R01087,O01899,5,good value,2026-05-02
R01088,O02586,5,quality is stable,2026-05-06
R01089,O02851,5,good value,2026-06-22
R01090,O03072,3,delivery was slow,2026-05-18
R01091,O01779,4,price is acceptable,2026-01-23
R01092,O03790,4,overall good,2026-06-27
R01093,O02182,4,service is nice,2026-06-10
R01094,O02167,4,overall good,2026-02-13
R01095,O03207,4,service is nice,2026-02-14
R01096,O03543,4,overall good,2026-04-19
R01097,O02689,4,service is nice,2026-01-26
R01098,O00279,2,not worth the price,2026-05-28
R01099,O00953,2,not worth the price,2026-02-01
R01100,O02393,4,price is acceptable,2026-01-03
R01101,O03432,5,will buy again,2026-05-23
R01102,O01115,5,fast delivery,2026-06-02
R01103,O01177,5,quality is stable,2026-04-07
R01104,O04088,4,overall good,2026-05-19
R01105,O02093,4,price is acceptable,2026-05-23
R01106,O03825,5,good value,2026-06-04
R01107,O03845,5,quality is stable,2026-05-26
R01108,O00156,1,damaged item,2026-03-29
R01109,O00986,5,will buy again,2026-06-12
R01110,O01171,5,fast delivery,2026-06-12
R01111,O03160,5,fast delivery,2026-05-08
R01112,O03674,4,service is nice,2026-06-11
R01113,O01293,3,average experience,2026-05-08
R01114,O02015,2,quality issue,2026-01-25
R01115,O02985,5,good value,2026-06-07
R01116,O03567,2,quality issue,2026-04-16
R01117,O02722,4,overall good,2026-02-13
R01118,O03548,5,good value,2026-01-06
R01119,O00701,5,good value,2026-05-07
R01120,O02620,5,quality is stable,2026-04-08
R01121,O00645,3,delivery was slow,2026-04-18
R01122,O02136,2,not worth the price,2026-01-02
R01123,O00930,5,good value,2026-03-16
R01124,O01273,4,service is nice,2026-06-26
R01125,O01911,4,overall good,2026-02-21
R01126,O03529,5,fast delivery,2026-05-31
R01127,O00247,4,service is nice,2026-05-11
R01128,O03888,3,packaging can improve,2026-01-23
R01129,O00924,4,price is acceptable,2026-01-26
R01130,O03729,4,price is acceptable,2026-01-06
R01131,O03009,5,quality is stable,2026-03-08
R01132,O01823,4,service is nice,2026-03-01
R01133,O01362,5,good value,2026-04-02
R01134,O02529,5,good value,2026-06-26
R01135,O02640,4,service is nice,2026-04-11
R01136,O02119,2,quality issue,2026-04-14
R01137,O04053,3,packaging can improve,2026-02-02
R01138,O00544,4,price is acceptable,2026-01-27
R01139,O03133,4,service is nice,2026-03-13
R01140,O03668,5,will buy again,2026-01-01
R01141,O03382,4,overall good,2026-01-31
R01142,O00260,3,delivery was slow,2026-02-10
R01143,O03403,4,service is nice,2026-06-27
R01144,O02751,5,quality is stable,2026-01-19
R01145,O00928,4,price is acceptable,2026-04-28
R01146,O00613,4,price is acceptable,2026-04-04
R01147,O01024,4,service is nice,2026-03-21
R01148,O04061,4,overall good,2026-05-18
R01149,O00220,5,quality is stable,2026-05-21
R01150,O04187,4,price is acceptable,2026-03-25
R01151,O00486,4,service is nice,2026-05-18
R01152,O02508,3,packaging can improve,2026-06-25
R01153,O01462,4,service is nice,2026-03-20
R01154,O00259,2,quality issue,2026-03-19
R01155,O03124,4,service is nice,2026-06-20
R01156,O00387,3,delivery was slow,2026-01-14
R01157,O00848,5,will buy again,2026-02-19
R01158,O02782,3,packaging can improve,2026-03-18
R01159,O02173,4,price is acceptable,2026-04-14
R01160,O03098,4,service is nice,2026-02-13
R01161,O04174,3,delivery was slow,2026-06-01
R01162,O01651,4,overall good,2026-02-26
R01163,O03076,5,fast delivery,2026-02-15
R01164,O01951,5,quality is stable,2026-01-09
R01165,O03132,4,service is nice,2026-01-22
R01166,O02759,4,price is acceptable,2026-02-05
R01167,O02898,5,fast delivery,2026-04-28
R01168,O01096,5,fast delivery,2026-02-03
R01169,O03862,5,good value,2026-01-05
R01170,O02382,5,good value,2026-06-27
R01171,O03487,3,delivery was slow,2026-03-07
R01172,O00508,5,good value,2026-04-07
R01173,O00008,4,service is nice,2026-02-04
R01174,O03301,4,overall good,2026-03-12
R01175,O03907,5,good value,2026-04-14
R01176,O03719,4,overall good,2026-04-06
R01177,O02371,4,service is nice,2026-01-27
R01178,O03373,5,fast delivery,2026-03-06
R01179,O00379,5,fast delivery,2026-04-26
R01180,O03005,3,packaging can improve,2026-04-16
R01181,O00679,4,price is acceptable,2026-06-14
R01182,O03739,5,will buy again,2026-04-06
R01183,O03418,4,overall good,2026-01-29
R01184,O01012,2,quality issue,2026-05-27
R01185,O01601,5,will buy again,2026-01-17
R01186,O04040,4,service is nice,2026-04-11
R01187,O00066,5,will buy again,2026-06-28
R01188,O01721,5,quality is stable,2026-06-25
R01189,O03366,5,will buy again,2026-05-07
R01190,O03665,5,quality is stable,2026-05-03
R01191,O02283,4,service is nice,2026-04-03
R01192,O00680,5,fast delivery,2026-03-27
R01193,O02100,5,will buy again,2026-01-08
R01194,O00782,2,bad packaging,2026-01-12
R01195,O03966,3,packaging can improve,2026-01-27
R01196,O03919,5,quality is stable,2026-01-31
R01197,O01624,5,will buy again,2026-04-13
R01198,O03085,5,will buy again,2026-02-03
R01199,O03239,3,packaging can improve,2026-05-20
R01200,O02576,5,good value,2026-04-08
R01201,O02324,4,price is acceptable,2026-01-13
R01202,O00884,4,price is acceptable,2026-06-26
R01203,O01092,5,will buy again,2026-03-09
R01204,O00383,3,packaging can improve,2026-02-02
R01205,O01396,5,good value,2026-03-29
R01206,O03603,2,quality issue,2026-03-26
R01207,O01564,3,delivery was slow,2026-03-05
R01208,O02635,4,price is acceptable,2026-02-20
R01209,O00032,3,delivery was slow,2026-05-17
R01210,O02359,2,quality issue,2026-02-14
R01211,O01785,3,average experience,2026-02-10
R01212,O03106,4,service is nice,2026-03-01
R01213,O00611,4,service is nice,2026-02-15
R01214,O00571,5,will buy again,2026-06-07
R01215,O00344,5,fast delivery,2026-03-10
R01216,O04148,5,quality is stable,2026-05-10
R01217,O03015,4,overall good,2026-03-27
R01218,O03988,3,packaging can improve,2026-01-24
R01219,O03284,5,will buy again,2026-06-01
R01220,O02046,2,not worth the price,2026-05-20
R01221,O04124,5,good value,2026-02-26
R01222,O03669,5,good value,2026-05-23
R01223,O01425,5,quality is stable,2026-02-11
R01224,O02233,5,quality is stable,2026-02-14
R01225,O01136,5,good value,2026-05-02
R01226,O02310,3,packaging can improve,2026-03-12
R01227,O03977,5,fast delivery,2026-06-18
R01228,O00842,5,good value,2026-06-21
R01229,O02719,3,delivery was slow,2026-06-14
R01230,O01335,2,quality issue,2026-01-11
R01231,O00966,2,bad packaging,2026-03-03
R01232,O00529,5,fast delivery,2026-02-11
R01233,O00177,5,quality is stable,2026-05-05
R01234,O00423,2,quality issue,2026-01-04
R01235,O01865,3,delivery was slow,2026-02-26
R01236,O03510,2,quality issue,2026-01-03
R01237,O02196,4,service is nice,2026-05-31
R01238,O00573,5,will buy again,2026-02-14
R01239,O03533,4,price is acceptable,2026-05-27
R01240,O00289,4,service is nice,2026-04-15
R01241,O01407,1,refund requested,2026-01-10
R01242,O01418,4,service is nice,2026-05-23
R01243,O03013,3,delivery was slow,2026-03-06
R01244,O01860,5,fast delivery,2026-05-09
R01245,O03947,5,will buy again,2026-05-02
R01246,O02289,3,delivery was slow,2026-05-26
R01247,O01627,5,fast delivery,2026-06-10
R01248,O03649,4,overall good,2026-01-18
R01249,O01337,5,quality is stable,2026-05-31
